Date,spy_close,hv_20d,yz_vol,ewma_vol,garch_vol,har_vol,vol_forecast,vix,iv_proxy,vrp_spread,vol_of_vol,signal,pos_size,pnl,theta_pnl,gamma_pnl
2019-05-02,262.3051452636719,0.06133879909344077,0.07604140558805472,0.08408930001574419,0.10771685584704009,0.099183387846998,0.09699651456992743,0.14420000076293946,0.14420000076293946,0.047203486193012026,,-1,1.0,,,
2019-05-03,264.8724365234375,0.06884183509594959,0.08084897650160164,0.0819595725166459,0.10581887445087433,0.1098829456535915,0.09922046420703723,0.12869999885559083,0.12869999885559083,0.0294795346485536,,-1,0.671502199491918,-0.0008286688519434481,0.0018694569028101394,-0.0026981257547535873
2019-05-06,263.782470703125,0.06987288382601345,0.10466957824225333,0.08802658120956426,0.10532640854992775,0.10393333794733427,0.0990954425689421,0.154399995803833,0.154399995803833,0.05530455323489092,,-1,1.0,0.001230244779566848,0.0014998257428896964,-0.0002695809633228483
2019-05-07,259.3773498535156,0.09365885865437318,0.11592469977188984,0.08683808852102981,0.10791686530554506,0.11964436764274465,0.1047997738231065,0.1931999969482422,0.1931999969482422,0.0884002231251357,,-1,1.0,-0.0025138836147184387,0.0027481429009036814,-0.005262026515622119
2019-05-08,259.0170593261719,0.09193997812009455,0.11703888861218076,0.10666134989768364,0.16991693200996097,0.12626790784551886,0.13428206325105446,0.19399999618530273,0.19399999618530273,0.05971793293424826,,-1,1.0,0.002720038156298639,0.002755689223659791,-3.565106736115216e-05
2019-05-09,258.2333679199219,0.09165186534427754,0.12429647174100258,0.1035531716060577,0.15885507823097023,0.11632892278603194,0.12624572420768662,0.19100000381469726,0.19100000381469726,0.06475427960701063,,-1,1.0,0.00253330176631531,0.0027048668004652342,-0.0001715650341499245
2019-05-10,259.530517578125,0.09355881615543037,0.13570378014309528,0.10108758285446595,0.15092018489546868,0.11276716565936692,0.12159164446976718,0.16040000915527344,0.16040000915527344,0.03880836468550626,,-1,0.8839997834321495,0.0017215438673628327,0.0022829319683006096,-0.0005613881009377768
2019-05-13,253.0084686279297,0.1266413585828935,0.14975527340510264,0.09992587747705364,0.14189529815751328,0.15166326711851855,0.13116148091769514,0.20549999237060546,0.20549999237060546,0.07433851145291032,,-1,1.0,-0.0072225300562818485,0.0025205723901366383,-0.009743102446418487
2019-05-14,255.29666137695312,0.13214720005484842,0.15322702812913583,0.13849317768022587,0.24122631871289854,0.10964632417175196,0.16312194018829212,0.18059999465942383,0.18059999465942383,0.01747805447113171,,0,0.0,0.0009449561987370066,0.002528500341274288,-0.0015835441425372816
2019-05-15,256.79193115234375,0.1343476910379063,0.1544908065544179,0.1387629385052798,0.2231033585303136,0.17036754739003102,0.17741128147520813,0.16440000534057617,0.16440000534057617,-0.01301127613463196,,0,0.0,-0.0,-0.0,0.0
2019-05-16,259.170166015625,0.1388560474539941,0.1551060583419843,0.13643864399894715,0.2061115579759226,0.17706073914443926,0.17320364703976965,0.15289999961853026,0.15289999961853026,-0.020303647421239385,,1,0.40053005075442183,-0.0,-0.0,0.0
2019-05-17,257.49456787109375,0.14025798689902874,0.1587149974620574,0.13705305504881313,0.19193704319924287,0.16279614752378968,0.16392874859061524,0.15960000038146974,0.15960000038146974,-0.0043287482091455,,0,0.0,-0.0005269720638831261,-0.0009026849740650905,0.00037571291018196446
